-1.8125409	2.7497935	1
-0.33638954	-0.29808185	2
-0.208857	-0.10453969	5
2.8534853	6.414311	1
-4.4424133	4.897131	1
0.8827257	-2.1359541	2
-0.5434832	0.2528677	3
-5.195366	-3.1327236	2
-0.32571667	-0.16738513	4
-0.75010145	0.3107208	4
-0.926742	-1.6847451	1
-0.5773356	-0.9914104	1
-7.9344974	8.308771	1
0.9676833	2.028867	3
-0.608598	-0.7703508	2
0.66898	2.0395532	1
6.424142	8.287017	1
0.5052573	1.4671749	2
0.7199935	1.8090744	2
-0.81207925	-0.77949345	2
0.462207	1.4840742	2
-0.28336912	-0.27776033	3
-0.6571736	1.458179	1
0.59679234	1.872653	1
4.3442564	6.4937143	1
-0.51446676	0.21226239	4
-0.5695024	0.30863494	2
-1.0136343	0.26483107	5
-0.7709871	-0.57792276	2
-0.7736114	-0.9542837	2
3.6511793	8.6935	1
16.74089	8.921833	2
-1.3393841	0.47107112	4
-0.91820097	-0.8513219	2
-0.85996395	0.24130988	4
-6.4526043	-13.21167	1
1.1643364	-2.443447	2
-1.3908494	-0.33053458	5
-9.015137	-0.77823544	6
-0.32758948	0.28550947	2
-5.5014153	13.4705105	1
-1.3756089	-0.14845097	10
-1.9317012	-5.2603106	1
0.6422261	-1.8555715	1
-4.565498	3.941186	1
-0.8180663	-2.0176733	1
-0.574251	0.2939406	3
1.418858	-2.5671797	2
0.66398776	-1.8062816	1
-0.4466272	-1.075857	1
-2.3237042	3.8323133	1
-0.50774235	0.4864224	2
-3.257872	4.308895	1
-0.96258515	1.4394716	1
-3.7594013	0.59176254	5
6.810869	-12.300685	1
-0.51498765	-0.40857202	2
11.69014	-20.528227	1
1.0285678	-2.148907	2
-4.8704305	2.0871625	2
-0.7051063	0.36281723	3
-1.0323405	0.18892896	7
-0.48584786	-0.21136975	3
0.9696621	-2.6771703	1
1.3132454	2.5385432	1
2.7482643	3.6717458	2
0.9751693	2.7085319	1
-0.58250403	-0.1242266	6
1.1268744	3.3840766	1
0.9920845	-2.8447857	1
0.33481014	-1.1619245	4
-1.3963596	0.27141583	5
1.7044046	-3.9644034	1
3.3745298	-4.6549253	1
5.0982275	-6.765457	1
-0.41305745	0.18930376	4
-0.34767014	-0.5145612	2
-0.7191775	-0.29500335	4
-0.8111683	0.7070924	2
-0.37043905	-0.43720827	2
0.9093624	-2.030185	1
-0.60825336	0.39586645	3
-5.306347	1.2912056	3
-0.4293165	-0.22666411	3
1.7503209	3.6162896	1
-7.8040543	4.924803	2
2.710209	6.9111567	1
-1.1461269	0.61198866	2
2.1199527	-4.016715	1
-5.3409886	-0.36278147	8
-0.5989216	0.74624777	2
0.54291916	-1.7533385	1
1.0947186	-2.3444905	1
1.0828255	2.596415	2
-0.41097066	0.2940585	2
-2.4259312	-2.8617039	1
1.4730182	-2.7904801	2
0.57530653	-1.5205405	5
-0.8586983	0.5487083	2
-1.3133216	0.704345	2
-0.7468614	1.4555378	1
-0.21801174	-0.05385831	7
-0.48975614	-0.21976614	4
0.6332345	-2.015187	1
-0.61163867	-0.28735584	4
-0.57943434	-0.85072553	1
-0.5014708	0.45978734	2
-0.6286564	0.962675	1
0.84256876	-2.2877994	1
-7.9406433	14.856207	1
-0.91430056	-0.42007756	4
-1.4829756	-1.1367054	2
-0.7561395	1.12799	1
-0.33701417	-0.085003555	7
0.58551633	2.0144966	1
-1.8481284	-2.9021397	1
1.7523813	4.290748	1
-0.46293643	0.24685532	4
-1.1642823	-0.14253855	10
-4.5906897	-2.2605863	2
-1.3566928	-4.229248	1
-1.8037326	-2.4556398	1
-0.3829647	0.1985212	4
-6.1021056	-3.0457075	2
1.5722339	2.859456	1
15.97583	-51.38618	1
-0.34169358	0.068520784	9
-2.9093068	-2.808449	2
-6.3120856	10.293335	1
0.49750477	1.4328486	3
-0.41353676	-0.85593706	2
-0.30614665	0.5325221	2
-4.8199244	7.90445	1
-0.7598076	0.46103626	2
-12.212425	19.102077	1
7.7316113	9.313532	1
-7.3664913	-1.3821926	3
-2.3024044	7.570707	1
-0.863327	2.4401734	1
-0.9616432	-0.9985835	1
-1.0509717	0.39569867	4
1.5195941	-2.8772576	1
-19.52063	18.232323	1
-0.3207535	0.09810674	6
0.5647989	-1.5856931	2
-0.72132194	-0.82189703	1
-1.2651721	-2.0711555	1
-0.9458251	1.369897	2
-1.1156932	0.553743	3
5.0322	-13.282006	1
-0.825021	-0.8661236	1
-0.48699224	0.5539147	2
1.6639342	3.4961338	1
-1.6475922	0.30699718	5
2.0086937	-3.198244	2
3.4425201	1.6036468	11
-0.2538058	-0.18241547	3
-1.0363128	-1.4232614	2
-0.8147317	0.67313075	2
-0.87392104	-0.1865192	7
-0.29420552	0.49251086	1
-1.3319434	0.14556229	9
0.88924456	-2.0153565	2
-3.2402363	1.2600026	2
14.482647	-15.629055	1
-0.5282625	0.14742678	4
-0.8137018	0.75578004	2
-0.7516996	0.44278264	3
0.74997497	1.9070661	2
0.42163536	-1.3068137	4
-0.4398277	0.10255873	6
0.5213702	1.4930696	2
-2.704401	3.7295814	1
-1.1455112	-1.6997566	2
2.6847205	4.6139317	1
-1.9952378	-4.3552065	1
4.8298416	11.228365	1
0.57823664	-1.5437155	3
6.853472	-7.568005	1
1.3569627	3.449	1
-2.0024605	0.76475847	3
-1.5367167	0.15361583	11
5.4912186	12.0725975	1
-3.2844918	1.03242	2
8.834686	-29.289257	1
-0.98821175	-1.6450486	1
2.5030267	3.782691	2
2.1578078	-4.763207	1
-0.29451367	-0.16909525	3
-0.3459416	-0.3830788	2
-0.6567879	0.7786856	2
-4.148316	5.24292	1
-7.480859	3.8143458	2
-1.7469034	-2.7260141	1
-0.53927755	-0.09451717	6
-1.1093163	0.7100879	2
-0.8176494	0.38395524	3
-6.5770416	-11.012017	1
-3.5129623	2.0120893	2
-0.67324865	0.418539	2
-0.9723072	0.6032443	2
-0.73877275	0.6565379	2
-0.89758587	0.5041901	3
-0.8470595	0.10319114	11
-0.51850986	0.3300791	2
-0.8360796	0.822137	2
-1.5718899	-0.22681278	7
-1.7285516	-2.38197	1
-0.48583665	-0.9398425	1
1.0265656	-2.577373	1
3.5960732	9.26332	1
-0.80296576	0.4259106	3
-1.770767	3.3070927	1
-0.7265911	2.0575237	1
-1.6097808	-0.9552643	2
-1.1578134	-0.22956991	5
5.513527	8.507911	1
-2.5417573	2.2472363	2
-1.964356	-0.20209074	9
-0.693956	-1.390808	1
-1.3391536	1.5131836	2
-0.57216394	-0.57715803	2
8.417042	-13.921198	1
-1.2483187	-2.040271	1
0.63359547	-1.824513	2
-1.1911609	-1.2723845	2
-0.48608634	0.51813906	2
-0.3462997	0.47411656	2
-0.3812483	-0.5557302	2
-0.8129214	1.0248396	2
-1.8649967	4.125176	1
-1.2325209	1.8521199	1
0.62020373	-1.8004735	1
-1.1684872	-0.7439544	3
6.0624313	-17.69939	1
-15.609756	-9.799162	1
4.058947	-5.8384285	1
0.4911114	-1.8663725	1
-1.0321532	1.3480632	2
0.4348817	-1.5252335	2
-0.6670569	0.15958267	7
2.5095606	4.0148377	1
-1.1162392	-0.6698232	2
0.48588878	1.8084252	1
-0.47045234	0.65340304	2
-2.6600251	2.4446182	1
-0.7739003	0.7097822	2
-3.558966	7.262124	1
-0.32614467	-0.14134052	4
3.4090402	-6.9175663	1
-1.9027419	-0.7308291	3
9.537809	-18.4519	1
-0.17246968	-0.053474993	8
-0.4560226	-0.44337344	3
-2.9574122	-5.2905273	1
-0.7109884	-0.56373394	2
-2.660597	0.80968845	3
-12.872284	-10.080945	1
-0.35280144	0.117346376	5
-0.3959568	-0.10342294	7
6.8899083	5.351969	3
-0.37807348	-0.27636096	2
-1.8101172	-2.0547192	1
0.7292063	1.9840522	1
-0.5714354	0.111478925	7
-1.3062568	2.749637	1
2.4295912	4.381532	1
2.1967955	5.0107203	1
4.7019496	-4.4051104	3
-1.648963	0.4876539	4
-3.2975678	2.8437743	2
-1.1197138	-1.3227906	2
-5.113974	-5.0104795	1
-2.827668	-1.2723395	2
0.6546844	1.6796914	2
12.147583	-31.13158	1
-0.25075638	-0.18179744	2
2.9662771	-7.4781218	1
-0.802071	-1.0775459	1
-0.37886032	-0.27764925	3
-0.7517846	0.6256832	2
-1.6497184	-2.237115	1
-1.8419272	-0.729399	3
-2.123102	2.4719682	1
-0.39029956	-0.24187282	3
1.1387727	-2.4172459	2
-4.9891205	5.0535727	1
-0.37725997	0.2551795	2
-8.035126	-27.873514	1
-4.0632844	0.6997595	3
-0.5523822	-0.19827795	4
1.8670464	-3.4848502	1
1.1211752	-3.4327137	1
-3.8349304	13.274312	1
15.298889	24.523355	1
-0.5600076	0.44761294	2
-1.908289	-2.8712792	1
-1.7866304	0.37075084	4
1.1307824	2.791153	1
-0.96042264	0.5062729	3
-1.0333112	0.1670832	6
-2.4425845	3.0077217	1
1.4733865	3.559083	1
0.55304843	-1.5601699	2
0.4203941	1.3000896	5
-0.5425457	0.6707119	2
-0.9622042	-1.2725226	1
-0.56244874	0.17705035	5
-0.5116683	-0.13288015	5
17.348766	20.21093	1
7.4430084	-12.165842	1
1.7354347	2.9195583	1
3.4203863	4.542665	1
-2.7559328	-6.7396374	1
3.7377124	-6.690689	1
-0.69535613	-0.97895813	1
-0.6019007	0.11159271	7
-0.42408422	0.08245385	8
-0.77028984	-0.30517125	4
-0.3789649	0.046868354	11
1.7540109	-4.3049827	1
-0.81789064	1.2508036	1
10.29287	19.725876	1
4.4453325	-8.803958	1
-0.9848156	-2.6174583	1
-0.3283092	-0.20155162	3
-0.3807984	0.7587245	1
-0.66888607	0.38051742	3
-0.36393178	-0.11999136	6
-0.39216012	-0.24610455	2
-2.4725404	-2.0597444	2
-1.2075268	2.2593782	1
-3.1062436	4.34685	1
0.7772705	-2.278646	2
-0.19781108	-0.12219103	3
2.27392	4.3579745	2
-1.06774	2.3827085	1
1.7796047	2.923691	2
-0.5227776	0.46193796	2
-1.8206708	3.6729023	1
-0.63460004	-0.74279696	2
-0.4283805	-0.34520087	2
9.779248	12.755413	1
-3.304192	4.526446	1
-0.5797628	-0.2532141	4
-7.9256816	-1.8669468	4
2.2366242	6.0487986	1
6.625323	10.6627035	1
1.2811437	-2.4483764	2
2.9350414	5.3081303	1
0.53460103	-1.5028253	2
-0.5099117	-0.16956425	5
-1.6866413	-0.22153711	7
-1.0613039	1.5836587	1
-0.57290316	0.23837805	4
0.8292858	-2.067772	2
-0.6829517	1.5831611	1
-3.4201913	6.796358	1
-0.63263965	0.19382668	5
0.8348495	-2.449854	1
-2.2263155	0.3567567	5
-2.2604938	-3.1628568	1
-0.48834556	-0.41291535	2
10.089905	-14.049536	1
-1.6168313	-5.0969043	1
-0.32783365	0.21679503	3
3.5801077	5.498701	1
-0.7674328	0.7881556	2
1.527205	-5.2280283	1
2.890544	4.856711	1
-1.2492195	-1.5451742	1
-0.64199466	-0.09417933	10
-0.25609973	0.06545031	7
0.6453011	-1.7283037	2
-0.6119291	0.111243844	3
-0.46843714	-1.0976746	1
-0.37159857	-0.23804176	3
-0.4823225	-0.44657308	2
4.325735	-4.547209	2
0.5393528	-1.6712711	1
-0.5031686	0.22468016	4
-0.54926896	0.38293058	3
-0.3184614	0.25810623	3
-0.38875815	0.1767146	4
-2.163766	5.920396	1
-0.2020568	-0.075790465	5
-4.2216754	-4.6558948	1
2.8584418	4.6911287	1
-0.39370316	0.4823866	2
-0.3970966	0.47221202	1
-0.7020125	0.4030342	2
-1.6449432	0.18113887	9
0.58774555	-1.8386778	2
-0.71265185	-0.52016944	3
13.03949	-30.828705	1
-0.21656168	0.13487118	3
13.734264	17.657963	1
0.48446038	-1.4634354	2
-2.380805	-0.27290654	6
0.9644934	-2.387254	1
-1.2845681	1.7242956	2
-4.942337	3.7710662	1
-1.9665809	-1.5305519	2
-0.27872574	0.2758617	2
-1.0559428	-0.38264978	4
-0.42239007	-0.61539483	2
-1.4974022	-3.1642604	1
-0.56098753	0.32749027	3
-2.959882	3.3480203	1
-13.205933	-2.897787	3
-0.73765355	-1.9057496	1
3.9728603	10.899102	1
0.38527295	1.2935283	2
-1.152123	-1.6767696	2
-0.2825854	0.29317757	2
-0.24338639	-0.11397539	3
-0.3517467	0.13504171	5
-1.2984263	0.2572518	4
-0.6412439	-0.5828286	2
-0.5321423	0.18324935	4
-1.6374373	-2.7191393	1
-0.4854263	0.08733347	10
-0.58175766	0.41893405	3
-1.4481322	-0.58217907	3
-0.8012709	0.119237065	8
-1.2935637	-0.6446067	3
-0.27725297	0.06402072	8
-1.3380958	-0.31367168	6
-0.48733634	-0.3019784	3
-2.1652117	1.9385624	2
-0.6337285	-0.41797268	3
-0.6079837	-0.2094729	4
-2.6323006	2.0133953	2
-4.0482073	4.6572776	1
0.57671344	2.2542596	1
-0.41395077	-0.08172774	10
5.1062813	-12.663502	1
-0.70495105	0.6492578	2
1.9956653	-2.8478913	4
-2.5852253	4.919032	1
16.56717	21.857729	1
4.985741	-6.1218705	1
-0.887012	-1.4037027	1
-0.4374794	0.10263145	6
0.97028434	-2.044491	2
-1.0807518	0.46867397	3
-0.66280293	-0.3600546	3
-0.23992999	-0.05862412	8
-5.153283	6.4961042	1
-0.98619175	-1.4829481	2
2.5451195	-4.937392	1
1.4228714	2.5776129	2
-0.30655378	-0.06573123	9
-2.8136792	-4.440457	1
0.7073033	-2.0625443	1
-13.338176	6.0240974	2
-17.948341	1.7128134	4
-0.6766511	-0.1452024	5
-0.39475986	-0.6882147	1
-0.44615403	-0.6055316	2
-1.6386989	1.3210465	2
0.4782162	1.3898084	2
0.97328854	-3.2129035	1
-0.5503973	0.54678786	2
-0.40931782	0.8080617	1
1.3631003	-2.9405637	1
0.92492604	-2.9572034	1
-0.28687975	0.2280236	3
2.28297	-3.4024515	2
-2.2870572	-0.74184597	3
-1.4296651	-0.5938575	3
-2.5426605	-2.5779376	1
0.91687053	-2.4239235	1
-1.4742165	-0.56193274	3
-0.4232452	0.30563787	3
-5.4898415	-1.2430304	3
-0.60502636	-0.24959278	4
7.4351635	10.217832	1
1.5677701	-4.1302605	1
-0.5588832	0.41530442	2
-0.28479534	0.1639175	3
-1.9386555	4.077366	1
-0.40936822	-0.10061139	7
-1.7230301	-1.38827	2
-1.6841185	4.0057774	1
-1.810147	-0.16014111	9
8.131876	-12.859108	1
4.7434916	-6.0531855	1
-1.5532274	-1.1631615	2
-0.40817457	-0.27301466	3
-0.42162585	0.0993951	8
-0.54698884	0.24503285	4
-1.1577383	1.3345697	2
6.2900505	5.605939	2
-0.25338075	-0.090305865	6
3.9537256	6.4827375	1
6.9531784	12.240046	1
-0.52135485	-0.65776443	1
-2.1786659	-0.75228804	3
-0.58430624	-1.128066	1
1.426637	-2.8724694	1
